STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,statinfo,Statistical information,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IE,Ireland,2015,,29.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IE,Ireland,2016,,29.6,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IE,Ireland,2017,,30.6,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IE,Ireland,2018,,28.9,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IE,Ireland,2019,,28.0,,b,break in time series,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IE,Ireland,2020,,27.6,,b,break in time series,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IE,Ireland,2021,,26.6,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IE,Ireland,2022,,26.9,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IE,Ireland,2023,,27.4,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IE,Ireland,2024,,26.2,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IS,Iceland,2014,,22.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IS,Iceland,2015,,24.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IS,Iceland,2016,,24.1,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IS,Iceland,2017,,25.2,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IS,Iceland,2018,,23.2,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IS,Iceland,2019,,23.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IS,Iceland,2020,,24.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IT,Italy,2014,,32.4,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IT,Italy,2015,,32.4,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IT,Italy,2016,,33.1,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IT,Italy,2017,,32.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IT,Italy,2018,,33.4,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IT,Italy,2019,,32.8,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IT,Italy,2020,,32.5,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IT,Italy,2021,,32.9,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IT,Italy,2022,,32.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IT,Italy,2023,,31.5,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),IT,Italy,2024,,32.2,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LT,Lithuania,2014,,35.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LT,Lithuania,2015,,37.9,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LT,Lithuania,2016,,37.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LT,Lithuania,2017,,37.6,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LT,Lithuania,2018,,36.9,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LT,Lithuania,2019,,35.4,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LT,Lithuania,2020,,35.1,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LT,Lithuania,2021,,35.4,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LT,Lithuania,2022,,36.2,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LT,Lithuania,2023,,35.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LU,Luxembourg,2014,,28.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LU,Luxembourg,2015,,28.5,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LU,Luxembourg,2016,,29.6,,b,break in time series,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LU,Luxembourg,2017,,29.2,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LU,Luxembourg,2018,,31.3,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LU,Luxembourg,2019,,32.3,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LU,Luxembourg,2020,,31.2,,b,break in time series,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LU,Luxembourg,2021,,29.6,,b,break in time series,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LU,Luxembourg,2022,,29.1,,b,break in time series,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LU,Luxembourg,2023,,30.6,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LU,Luxembourg,2024,,30.1,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LV,Latvia,2014,,35.5,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LV,Latvia,2015,,35.4,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LV,Latvia,2016,,34.5,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LV,Latvia,2017,,34.5,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LV,Latvia,2018,,35.6,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LV,Latvia,2019,,35.2,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LV,Latvia,2020,,34.5,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LV,Latvia,2021,,35.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LV,Latvia,2022,,34.3,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LV,Latvia,2023,,34.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),LV,Latvia,2024,,34.2,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),MK,North Macedonia,2014,,35.2,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),MK,North Macedonia,2015,,33.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),MK,North Macedonia,2016,,33.6,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),MK,North Macedonia,2017,,32.4,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),MK,North Macedonia,2018,,31.9,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),MK,North Macedonia,2019,,30.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),MK,North Macedonia,2020,,31.4,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),MT,Malta,2014,,27.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),MT,Malta,2015,,28.1,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),MT,Malta,2016,,28.6,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),MT,Malta,2017,,28.2,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),MT,Malta,2018,,28.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),MT,Malta,2019,,28.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),MT,Malta,2020,,30.3,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),MT,Malta,2021,,31.2,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),MT,Malta,2022,,31.1,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),MT,Malta,2023,,33.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NL,Netherlands,2014,,26.2,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NL,Netherlands,2015,,26.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NL,Netherlands,2016,,26.9,,b,break in time series,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NL,Netherlands,2017,,27.1,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NL,Netherlands,2018,,27.4,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NL,Netherlands,2019,,26.8,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NL,Netherlands,2020,,28.2,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NL,Netherlands,2021,,26.4,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NL,Netherlands,2022,,26.3,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NL,Netherlands,2023,,26.5,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NL,Netherlands,2024,,25.9,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NO,Norway,2014,,23.5,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NO,Norway,2015,,23.9,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NO,Norway,2016,,25.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NO,Norway,2017,,26.1,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NO,Norway,2018,,24.8,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NO,Norway,2019,,25.4,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NO,Norway,2020,,25.3,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NO,Norway,2021,,25.9,,b,break in time series,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NO,Norway,2022,,27.5,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NO,Norway,2023,,24.7,,b,break in time series,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),NO,Norway,2024,,24.4,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PL,Poland,2014,,30.8,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PL,Poland,2015,,30.6,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PL,Poland,2016,,29.8,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PL,Poland,2017,,29.2,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PL,Poland,2018,,27.8,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PL,Poland,2019,,28.5,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PL,Poland,2020,,27.2,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PL,Poland,2021,,26.8,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PL,Poland,2022,,26.3,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PL,Poland,2023,,27.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PL,Poland,2024,,26.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PT,Portugal,2014,,34.5,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PT,Portugal,2015,,34.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PT,Portugal,2016,,33.9,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PT,Portugal,2017,,33.5,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PT,Portugal,2018,,32.1,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PT,Portugal,2019,,31.9,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PT,Portugal,2020,,31.2,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PT,Portugal,2021,,33.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PT,Portugal,2022,,32.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PT,Portugal,2023,,33.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),PT,Portugal,2024,,31.9,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RO,Romania,2014,,35.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RO,Romania,2015,,37.4,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RO,Romania,2016,,34.7,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RO,Romania,2017,,33.1,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RO,Romania,2018,,35.1,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RO,Romania,2019,,34.8,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RO,Romania,2020,,33.8,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RO,Romania,2021,,34.3,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RO,Romania,2022,,32.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RO,Romania,2023,,31.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RO,Romania,2024,,28.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RS,Serbia,2014,,38.3,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RS,Serbia,2015,,40.0,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RS,Serbia,2016,,39.8,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RS,Serbia,2017,,37.8,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RS,Serbia,2018,,35.6,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RS,Serbia,2019,,33.6,,,,,
dataflow,ESTAT:TESSI190(1.0),Gini coefficient of equivalised disposable income,A,Annual,TOTAL,Total,GINI_HND,Gini coefficient (scale from 0 to 100),RS,Serbia,2020,,33.8,,,,,
